timestamp,model,symbol,date,action,quantity,price,value,portfolio_value,current_position,cash_remaining,status
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-27,HOLD,0,129.81155395507812,0.0,99866.79974365234,-1,99996.61129760742,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-28,HOLD,0,131.6751251220703,0.0,99864.93617248535,-1,99996.61129760742,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-05-29,BUY,2,133.26986694335938,266.53973388671875,99863.34143066406,1,99730.0715637207,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-01,SELL,2,131.87222290039062,263.74444580078125,99861.9437866211,-1,99993.81600952148,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-02,HOLD,0,132.8218994140625,0.0,99860.99411010742,-1,99993.81600952148,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-03,BUY,2,133.1802520751953,266.3605041503906,99860.63575744629,1,99727.4555053711,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-04,SELL,2,131.46006774902344,262.9201354980469,99858.91557312012,-1,99990.37564086914,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-05,BUY,2,131.9707489013672,263.9414978027344,99858.40489196777,1,99726.4341430664,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-08,HOLD,0,131.4959259033203,0.0,99857.93006896973,1,99726.4341430664,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-09,SELL,2,130.7702178955078,261.5404357910156,99857.20436096191,-1,99987.97457885742,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-10,BUY,2,132.41871643066406,264.8374328613281,99855.55586242676,1,99723.1371459961,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-11,SELL,2,126.20989227294922,252.41978454589844,99849.34703826904,-1,99975.55693054199,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-15,BUY,1,126.55038452148438,126.55038452148438,99849.00654602051,0,99849.00654602051,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-16,SELL,1,129.42630004882812,129.42630004882812,99849.00654602051,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-17,HOLD,0,129.03213500976562,0.0,99849.40071105957,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-18,HOLD,0,128.485595703125,0.0,99849.94725036621,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-19,HOLD,0,128.8618927001953,0.0,99849.57095336914,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-22,HOLD,0,128.46766662597656,0.0,99849.96517944336,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-23,HOLD,0,127.99282836914062,0.0,99850.4400177002,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-24,HOLD,0,125.26921081542969,0.0,99853.1636352539,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-25,HOLD,0,125.13479614257812,0.0,99853.29804992676,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-26,HOLD,0,123.46836853027344,0.0,99854.96447753906,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-29,HOLD,0,124.57035827636719,0.0,99853.86248779297,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-06-30,HOLD,0,125.99491119384766,0.0,99852.43793487549,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-01,HOLD,0,125.77092742919922,0.0,99852.66191864014,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-02,HOLD,0,126.29952239990234,0.0,99852.13332366943,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-06,HOLD,0,128.10032653808594,0.0,99850.33251953125,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-07,HOLD,0,127.98387145996094,0.0,99850.44897460938,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-08,HOLD,0,128.36013793945312,0.0,99850.07270812988,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-09,HOLD,0,127.66132354736328,0.0,99850.77152252197,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-10,HOLD,0,127.55378723144531,0.0,99850.87905883789,-1,99978.43284606934,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-13,BUY,1,130.09828186035156,130.09828186035156,99848.33456420898,0,99848.33456420898,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-14,SELL,1,132.52621459960938,132.52621459960938,99848.33456420898,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-15,HOLD,0,132.8308563232422,0.0,99848.02992248535,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-16,HOLD,0,133.71783447265625,0.0,99847.14294433594,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-17,HOLD,0,133.8074188232422,0.0,99847.05335998535,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-20,HOLD,0,134.0314178466797,0.0,99846.82936096191,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-21,HOLD,0,134.15682983398438,0.0,99846.70394897461,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-22,HOLD,0,134.3987274169922,0.0,99846.4620513916,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-23,HOLD,0,134.04037475585938,0.0,99846.82040405273,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-24,HOLD,0,132.70542907714844,0.0,99848.15534973145,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-27,HOLD,0,131.86326599121094,0.0,99848.99751281738,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-28,HOLD,0,131.54969787597656,0.0,99849.31108093262,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-29,HOLD,0,131.2898406982422,0.0,99849.57093811035,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-30,HOLD,0,131.55860900878906,0.0,99849.3021697998,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-07-31,HOLD,0,130.59100341796875,0.0,99850.26977539062,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-03,HOLD,0,132.01556396484375,0.0,99848.84521484375,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-04,HOLD,0,131.89910888671875,0.0,99848.96166992188,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-05,HOLD,0,132.95626831054688,0.0,99847.90451049805,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-06,HOLD,0,132.19473266601562,0.0,99848.66604614258,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-07,HOLD,0,133.135498046875,0.0,99847.72528076172,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-10,HOLD,0,132.624755859375,0.0,99848.23602294922,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-11,HOLD,0,131.6751251220703,0.0,99849.18565368652,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-12,HOLD,0,134.08517456054688,0.0,99846.77560424805,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-13,HOLD,0,132.59791564941406,0.0,99848.26286315918,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-14,HOLD,0,132.81295776367188,0.0,99848.04782104492,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-17,HOLD,0,133.4849090576172,0.0,99847.37586975098,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-18,HOLD,0,134.4704132080078,0.0,99846.39036560059,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-19,HOLD,0,134.73922729492188,0.0,99846.12155151367,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-20,HOLD,0,135.66195678710938,0.0,99845.19882202148,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-21,HOLD,0,136.86256408691406,0.0,99843.99821472168,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-24,HOLD,0,137.22329711914062,0.0,99843.63748168945,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-25,HOLD,0,137.14215087890625,0.0,99843.71862792969,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-26,HOLD,0,137.35861206054688,0.0,99843.50216674805,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-27,HOLD,0,137.9718780517578,0.0,99842.88890075684,-1,99980.8607788086,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-28,BUY,1,138.56715393066406,138.56715393066406,99842.29362487793,0,99842.29362487793,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-08-31,SELL,1,138.35972595214844,138.35972595214844,99842.29362487793,-1,99980.65335083008,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-09-01,HOLD,0,136.6551055908203,0.0,99843.99824523926,-1,99980.65335083008,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-09-02,HOLD,0,138.73849487304688,0.0,99841.91485595703,-1,99980.65335083008,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-09-03,HOLD,0,134.87835693359375,0.0,99845.77499389648,-1,99980.65335083008,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-09-04,HOLD,0,134.01255798339844,0.0,99846.64079284668,-1,99980.65335083008,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-09-08,HOLD,0,132.8130340576172,0.0,99847.84031677246,-1,99980.65335083008,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-09-09,HOLD,0,135.01365661621094,0.0,99845.63969421387,-1,99980.65335083008,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-09-10,HOLD,0,132.4973907470703,0.0,99848.15596008301,-1,99980.65335083008,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-09-11,HOLD,0,133.28204345703125,0.0,99847.37130737305,-1,99980.65335083008,test
250809_020848,Qwen_Qwen2.5-7B-Instruct,JNJ,2020-09-14,HOLD,0,133.79611206054688,0.0,99846.85723876953,-1,99980.65335083008,test
